273373227,55.2757524,28.4040325,411298,2017-12-13 06:32:56,Yury Yatsynovich
273373228,55.2755541,28.405268,411298,2017-12-13 06:32:56,Yury Yatsynovich
273373230,55.2762,28.4066109,411298,2017-12-13 06:32:56,Yury Yatsynovich
273373244,55.2821379,28.4146072,411298,2017-12-13 06:32:56,Yury Yatsynovich
273373246,55.2825861,28.4153673,411298,2017-12-13 06:32:56,Yury Yatsynovich
273373247,55.2828144,28.4149095,411298,2017-12-13 06:32:56,Yury Yatsynovich
273373249,55.2878873,28.4136268,411298,2017-12-13 06:32:56,Yury Yatsynovich
273373250,55.2879365,28.4132248,411298,2017-12-13 06:32:56,Yury Yatsynovich
273373251,55.2866578,28.4107291,411298,2017-12-13 06:32:56,Yury Yatsynovich
273373253,55.2848698,28.4105421,411298,2017-12-13 06:32:56,Yury Yatsynovich
273373260,55.279985,28.4066075,411298,2017-12-13 06:32:56,Yury Yatsynovich
275282456,55.3482529,28.4008712,411298,2017-12-13 06:32:57,Yury Yatsynovich
275282457,55.344858,28.3979264,411298,2017-12-13 06:32:57,Yury Yatsynovich
275282459,55.344135,28.3973474,411298,2017-12-13 06:32:57,Yury Yatsynovich
275282783,55.3303386,28.4047171,411298,2017-12-13 06:32:58,Yury Yatsynovich
275282785,55.3264675,28.4075714,411298,2017-12-13 06:32:58,Yury Yatsynovich
275282786,55.3243148,28.4072687,411298,2017-12-13 06:32:58,Yury Yatsynovich
275282787,55.3209273,28.4062799,411298,2017-12-13 06:32:58,Yury Yatsynovich
275282789,55.3155983,28.4050279,411298,2017-12-13 06:32:58,Yury Yatsynovich
275282790,55.3074599,28.4068345,411298,2017-12-13 06:32:58,Yury Yatsynovich
275282791,55.3034755,28.4079,411298,2017-12-13 06:32:58,Yury Yatsynovich
275282793,55.3011703,28.4083641,411298,2017-12-13 06:32:58,Yury Yatsynovich
275282799,55.2975061,28.4091444,411298,2017-12-13 06:32:58,Yury Yatsynovich
275282801,55.2920001,28.4124475,411298,2017-12-13 06:32:58,Yury Yatsynovich
275282802,55.2882532,28.4135549,411298,2017-12-13 06:32:58,Yury Yatsynovich
275282803,55.285961,28.4119076,411298,2017-12-13 06:32:58,Yury Yatsynovich
960635875,55.2774712,28.4073183,411298,2017-12-13 06:33:00,Yury Yatsynovich
960635926,55.2774256,28.4136976,411298,2017-12-13 06:33:00,Yury Yatsynovich
960635937,55.2800808,28.4163898,788014,2017-12-29 18:04:30,LLlypuk82
960636005,55.280743,28.4116377,411298,2017-12-13 06:33:00,Yury Yatsynovich
1158124596,55.3430726,28.3970833,411298,2017-12-13 06:33:00,Yury Yatsynovich
1158125597,55.3365616,28.4005278,411298,2017-12-13 06:33:00,Yury Yatsynovich
1190858915,55.3054481,28.407494,411298,2017-12-13 06:33:01,Yury Yatsynovich
1190858924,55.3109954,28.4056381,411298,2017-12-13 06:33:01,Yury Yatsynovich
1389567469,55.284629,28.4137956,411298,2017-12-13 06:33:02,Yury Yatsynovich
1389567484,55.2864431,28.4176791,411298,2017-12-13 06:33:02,Yury Yatsynovich
1389567486,55.2866296,28.4169069,411298,2017-12-13 06:33:02,Yury Yatsynovich
1389567488,55.2868221,28.4065094,411298,2017-12-13 06:33:02,Yury Yatsynovich
1389567494,55.2929064,28.4119158,411298,2017-12-13 06:33:02,Yury Yatsynovich
1389567552,55.3274589,28.4069026,155088,2015-04-09 05:48:46,mixdm
1627884366,55.3493548,28.4034002,411298,2012-02-11 07:38:32,Yury Yatsynovich
1627891411,55.2836763,28.4154752,411298,2017-12-13 06:33:03,Yury Yatsynovich
3445986814,55.280701,28.4172589,788014,2017-12-29 18:04:31,LLlypuk82
3445986817,55.2866917,28.4152901,411298,2017-12-13 06:33:06,Yury Yatsynovich
3445986818,55.2869404,28.4141665,411298,2017-12-13 06:33:06,Yury Yatsynovich
3445986819,55.2870583,28.4139101,411298,2017-12-13 06:33:06,Yury Yatsynovich
3445986820,55.2875429,28.4130526,411298,2017-12-13 06:33:06,Yury Yatsynovich
3508547667,55.3495548,28.4045554,411298,2017-12-13 06:33:06,Yury Yatsynovich
3508547722,55.3392268,28.3986061,411298,2017-12-13 06:33:06,Yury Yatsynovich
4120160731,55.2853434,28.4087194,411298,2017-12-13 06:33:08,Yury Yatsynovich
4120160755,55.2863088,28.4093631,411298,2017-12-13 06:33:08,Yury Yatsynovich
5281370677,55.2865088,28.4119749,411298,2017-12-13 06:32:26,Yury Yatsynovich
5281370678,55.28624,28.4106016,411298,2017-12-13 06:32:26,Yury Yatsynovich
5281370679,55.2868082,28.4073186,411298,2017-12-13 06:32:26,Yury Yatsynovich
5281370680,55.2856351,28.406707,411298,2017-12-13 06:32:26,Yury Yatsynovich
5281370685,55.2850669,28.4085953,411298,2017-12-13 06:32:27,Yury Yatsynovich
5281370686,55.2798608,28.4073293,411298,2017-12-13 06:32:27,Yury Yatsynovich
5281370687,55.2763408,28.4056342,411298,2017-12-13 06:32:27,Yury Yatsynovich
5281370688,55.276347,28.4131443,411298,2017-12-13 06:32:27,Yury Yatsynovich
5281370689,55.2783942,28.4087562,411298,2017-12-13 06:32:27,Yury Yatsynovich
5281370690,55.2806797,28.4104192,411298,2017-12-13 06:32:27,Yury Yatsynovich
5281370691,55.2806247,28.4107625,411298,2017-12-13 06:32:27,Yury Yatsynovich
5281370692,55.2814313,28.4132731,788014,2017-12-29 18:04:31,LLlypuk82
5281370693,55.2842543,28.4159768,411298,2017-12-13 06:32:27,Yury Yatsynovich
5281370694,55.2864661,28.4178436,411298,2017-12-13 06:32:27,Yury Yatsynovich
5281370695,55.2866005,28.4162664,411298,2017-12-13 06:32:27,Yury Yatsynovich
5281370696,55.2867043,28.4168672,411298,2017-12-13 06:32:27,Yury Yatsynovich
5281370697,55.2867043,28.4156012,411298,2017-12-13 06:32:27,Yury Yatsynovich
5281370698,55.287297,28.4158802,411298,2017-12-13 06:32:27,Yury Yatsynovich
5281370699,55.2874986,28.4151077,411298,2017-12-13 06:32:27,Yury Yatsynovich
5281370700,55.2879935,28.414979,411298,2017-12-13 06:32:27,Yury Yatsynovich
5281370714,55.2874436,28.413552,411298,2017-12-13 06:32:27,Yury Yatsynovich
5281370715,55.2865363,28.4161538,411298,2017-12-13 06:32:27,Yury Yatsynovich
5281370716,55.2839274,28.4150326,411298,2017-12-13 06:32:27,Yury Yatsynovich
5281370717,55.2836218,28.4150433,411298,2017-12-13 06:32:27,Yury Yatsynovich
5281370718,55.2834019,28.4149468,411298,2017-12-13 06:32:27,Yury Yatsynovich
5281370719,55.2833133,28.4147,411298,2017-12-13 06:32:27,Yury Yatsynovich
5281370720,55.2833041,28.4144693,788014,2017-12-29 18:04:31,LLlypuk82
5281370721,55.2832216,28.4142763,788014,2017-12-29 18:04:31,LLlypuk82
5281370722,55.283023,28.4139329,788014,2017-12-29 18:04:31,LLlypuk82
5281370723,55.2827695,28.4136969,788014,2017-12-29 18:04:31,LLlypuk82
5281370724,55.2824181,28.4131336,788014,2017-12-29 18:04:31,LLlypuk82
5281370725,55.2821584,28.4129512,788014,2017-12-29 18:04:31,LLlypuk82
5281370726,55.2818682,28.4128386,788014,2017-12-29 18:04:31,LLlypuk82
5281370727,55.2816421,28.4126615,788014,2017-12-29 18:04:31,LLlypuk82
5281370728,55.2814863,28.4124577,788014,2017-12-29 18:04:31,LLlypuk82
5281370729,55.2814221,28.4122378,788014,2017-12-29 18:04:31,LLlypuk82
5281370730,55.2813213,28.4118837,788014,2017-12-29 18:04:31,LLlypuk82
5281370731,55.2812357,28.4114438,788014,2017-12-29 18:04:31,LLlypuk82
5281370732,55.2812113,28.4109718,411298,2017-12-13 06:32:27,Yury Yatsynovich
5281370733,55.2812907,28.4103227,788014,2017-12-29 18:04:31,LLlypuk82
5281370734,55.2814282,28.409974,788014,2017-12-29 18:04:31,LLlypuk82
5281370735,55.2816849,28.4094805,788014,2017-12-29 18:04:31,LLlypuk82
5281371016,55.3341884,28.4019166,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371017,55.3383592,28.3992076,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371018,55.3436125,28.3970565,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371019,55.3433685,28.3970243,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371020,55.3416235,28.397668,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371321,55.3438169,28.3971369,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371322,55.3457539,28.3986336,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371323,55.3478525,28.4004253,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371324,55.3474224,28.400023,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371325,55.3466873,28.3994383,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371326,55.3485753,28.4013802,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371327,55.3491488,28.4026837,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371328,55.3488499,28.4019649,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371329,55.3494538,28.4039122,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371361,55.349832,28.4086114,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371563,55.3185905,28.4056342,411298,2017-12-13 06:32:33,Yury Yatsynovich
5281371564,55.3253297,28.4075761,411298,2017-12-13 06:32:33,Yury Yatsynovich
5281371565,55.3259096,28.4076834,411298,2017-12-13 06:32:33,Yury Yatsynovich
5281371566,55.3163012,28.4049797,411298,2017-12-13 06:32:33,Yury Yatsynovich
5281371567,55.3168995,28.405087,411298,2017-12-13 06:32:33,Yury Yatsynovich
5281371568,55.3132729,28.4054088,411298,2017-12-13 06:32:33,Yury Yatsynovich
5281371569,55.3096582,28.4061277,411298,2017-12-13 06:32:33,Yury Yatsynovich
5281371570,55.2963871,28.4094751,411298,2017-12-13 06:32:33,Yury Yatsynovich
5281371571,55.2939376,28.4112024,411298,2017-12-13 06:32:33,Yury Yatsynovich
5281371572,55.2956786,28.4099042,411298,2017-12-13 06:32:33,Yury Yatsynovich
5281371582,55.2826197,28.4135091,788014,2017-12-29 18:04:31,LLlypuk82
5281371587,55.281804,28.4093678,788014,2017-12-29 18:04:31,LLlypuk82
5281371592,55.2863683,28.4080911,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281371593,55.2862003,28.4095555,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281371594,55.2861667,28.4111112,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281371595,55.2862614,28.408708,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281371596,55.2855618,28.4121841,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281371599,55.2860689,28.4119266,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281371600,55.286295,28.4120393,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281371601,55.2869151,28.4125435,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281371602,55.2880026,28.4134126,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281371603,55.2885617,28.4136432,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281371604,55.2888824,28.4136003,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281371605,55.2897133,28.4132892,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281371606,55.2865241,28.4121895,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281392692,55.2875139,28.4133214,411298,2017-12-13 06:43:53,Yury Yatsynovich
5310603455,55.2814435,28.4138042,788014,2017-12-29 18:04:22,LLlypuk82
